,label,tweet
7805,trust,"['iye', 'giat', 'belajar', 'mkirin', 'pcaran', 'gmne', 'maok', 'suksek', 'he']"
7806,anticipation,"['ketua', 'dprd', 'dki', 'kader', 'pdip', 'dilaporkan', 'dugaan', 'penipuan', 'ayo', 'gesit', 'me']"
7807,joy,"['prabowo', 'gerindra', 'semoga', 'barokah']"
7808,joy,"['pemilu', 'terpecah', 'belah', 'ayo', 'saudaraku', 'kader', 'simpatisan', 'pdip', 'nasdem', 'hanura', 'psi', 'golk']"
7809,joy,"['selamat', 'merayakan', 'raya', 'paskah', 'jonan', 'semoga', 'kelg', 'sehat', 'sll', 'lindungan', 'tuhan', 'amin']"
7810,disgust,"['umar_hasibuan_', 'mromahurmuziy', 'cakiminow', 'ketum', 'partai', 'manusai', 'munafik', 'penjilat', 'busa']"
7811,fear,"['ganjarpranowo', 'brobat', 'rs', 'kelet', 'kondisi', 'emergency', 'pakai', 'bpjs', 'krang', 'syarat', 'fc', 'ktp', 'bpjs', 'malam', 'cr', 'fc', 'tutup', 'solusi']"
7812,joy,"['maju', 'kang', 'deddy', 'semoga', 'takdir', 'berpihak', 'amiin']"
7813,trust,"['mantap', 'warga', 'cawang', 'gumilir']"
7814,anger,"['bicara', 'pbnu', 'menangani', 'teroris', 'amerika', 'kucuran', 'masak', 'sich', 'kerjasama', 'negara', 'ambil', 'peran', 'membantai', 'palestine', 'gini', 'ranahnya', 'polisi', 'negara']"
7815,disgust,"['aji_nugraha__', 'ndaomanucha', 'pksliberal', 'gerindra', 'ehh', 'bani', 'cabul', 'bawa', 'tersangkanya', 'terbongkar']"
7816,anger,"['dungu', 'username', 'buyback', 'indosat', 'ajang', 'debat', 'spontan', 'sesi', 'debat', 'anis', 'menuduh', 'kubu', 'prabowo', 'didukung', 'mafia', 'elu', 'bantah']"
7817,anticipation,"['facebook', 'dibuka', 'konfirmasi', 'identitas', 'dibuka', 'help', 'akun', 'fotonya']"
7818,anger,"['goblok', 'sejenis', 'the', 'jak', 'bawa', 'payah', 'deh', 'ah', 'isi', 'sepiteng', 'username', 'username', '_awayday', 'username', 'username', 'username', 'username']"
7819,anger,"['bergosip', 'bergibah', 'bedanya', 'lakukan', 'sekedar', 'lelah', 'nyampah', 'ditempat', 'terpercaya', 'sengaja', 'nyampah', 'medsos', 'niat', 'menghancurkan']"
7820,disgust,"['nungguinnya', 'banged', 'shayy']"
7821,joy,"['mudah', 'program', 'jokowi', 'tol', 'pulau', 'jawa', 'selesai', 'kemacetan', 'mudik', 'teratasi', 'merdeka']"
7822,anticipation,"['info', 'lengkapnya', 'do', 'tanggal', 'waktu', 'nta', 'jam', 'ny', 'dimana']"
7823,anger,"['otak', 'dibalik', 'perlindungan', 'teroris', 'tangan', 'elit', 'politik', 'pksejahtera']"
7824,joy,"['gamers', 'menjalankan', 'ibadah', 'puasa', 'utamakan', 'puasa', 'ibadahnya', '_']"
7825,joy,"['rhoma', 'irama', 'sudirman', 'said', 'nyanyikan', 'lagu', 'antikorupsi']"
7826,anger,"['gerindra', 'prabowo', 'sensitif', 'klarifikasi', 'pksejahtera', 'official_pan']"
7827,fear,"['abis', 'parno', 'nyokap', 'bilang', 'coba', 'cek', 'tikusnya', 'mati', 'horor']"
7828,anticipation,"['delivery', 'ngg']"
7829,anger,"['username', 'username', 'kontol', 'jelek', 'mengkerut', 'twittermu', 'real', 'life', 'diajak', 'ngewe', 'mas', 'dm', 'gini', 'kesal', 'marah', 'kesal', 'brrt', 'senasib', 'mba', 'valen']"
7830,sadness,"['deh', 'nganggur', 'selesai', 'cuat', 'cuit', 'twitter', 'ghibah', 'mbak', 'mbak', 'sungkan', 'puasa', 'ehe', 'jam', 'ngajakin', 'membicarakan', 'kebiasaan', 'istighfar']"
7831,anger,"['memangnya', 'nilai', 'ngejudge', 'gampang', 'hidup', 'bareng', 'wuh', 'berasa', 'hidup', 'ngekos', 'bareng', 'ngalahin', 'hidup', 'bareng', 'tahun']"
7832,fear,"['driver', 'gojek', 'stres', 'tahan', 'pas', 'lempar', 'batu', 'kepala', 'ramai', 'liat', 'ujungnya', 'dibawa', 'rt', 'laporan', 'nyamperin', 'keluarga', 'beliau', 'salemba']"
7833,anger,"['kompascom', 'pksejahtera', 'mardanialisera', 'goblok', 'perumpamaan', 'goblok', 'malas']"
7834,anger,"['segelintir', 'cari', 'untungan', 'kampung', 'tangkap']"
7835,anger,"['airin_nz', 'prabowo', 'iya', 'bodoh']"
7836,fear,"['nulis', 'inggris', 'cek', 'kamus', 'dicek', 'ku', 'hapus', 'takut', 'salah', 'grammar']"
7837,joy,"['dibantu', 'akun', 'facebook', 'verifikasi', 'centang', 'biru', 'mengirim', 'bukti', 'identitas', 'terima', 'kasih']"
7838,trust,"['spertinya', 'sosok', 'cocok', 'wakilnya', 'jokowi', 'kalangan', 'militer', 'prabowo', 'semoga', 'all']"
7839,disgust,"['mrbix', 'faizalegaf', 'pksejahtera', 'msi_sohibuliman', 'wkwkwk', 'tahulah', 'pksejahtera', 'menuru']"
7840,joy,"['bangga', 'ignatius', 'yonan', 'keras', 'berfikir', 'loyalitas', 'atasan', 'berkaitan', 'pelanggaran', 'hukum', 'kementrian', 'pimpin', 'rawan', 'korupsi']"
7841,joy,"['selasa', 'kemarin', 'diundang', 'pembicara', 'milken', 'institute', 'global', 'conference', 'mengangkat', 'tema', 'as']"
7842,anger,"['okay', 'emosi', 'kaya', 'alah', 'control', 'emosi', '_']"
7843,fear,"['ariffnizam', 'semak', 'alasan', 'penghalalan', 'menjustifikasi', 'tindakan', 'lompat', 'pa']"
7844,anger,"['gimana', 'suka', 'diperjuangin', 'suka', 'diperjuangin', 'ajar', 'diperjuangin', 'eh', 'pasif', 'kasihan', 'merjuangin', 'tuh']"
7845,sadness,"['terkadang', 'minat', 'tuh', 'pegawai', 'bpom', 'ambil', 'umb', 'unj', 'jurusan', 'kimia', 'murni', 'daya', 'si', 'gunadarma', 'boro', 'it', 'staff', 'abis', 'hahahaha', 'minat', 'lab', 'muncul', 'telat', 'siss']"
7846,anger,"['krishrip', 'crystaadityar', 'nenniputrachir', 'fadlizon', 'prabowo', 'ilc_tvonenews', 'dungu', 'meminjam', 'istilah', 'offsid']"
7847,trust,"['kunci', 'kemajuan', 'madura', 'versi', 'emil', 'elestianto', 'dardak', 'jagung', 'ulama', 'kawal', 'investasi']"
7848,anger,"['manusia', 'berwatak', 'setan', 'anggap', 'tuhan', 'menjalankan', 'agama']"
7849,trust,['merdek']
7850,anticipation,"['pie', 'kah', 'es', 'krim']"
7851,sadness,"['teman', 'teman', 'mostly', 'perempuan', 'heran', 'ngeliat', 'perempuan', 'dijahatin', 'perempuan', 'mengalami']"
7852,joy,"['tribunnews', 'prabowo', 'era', 'tekhnologi', 'maju', 'internet', 'dibutuhkan', 'selurah', 'rakyat', 'indonesia', 'say']"
7853,disgust,"['fadlizon', 'wiranto', 'jokowi', 'berhentilah', 'cari', 'kambing', 'hitam', 'tragedi', 'kemanusiaan']"
7854,anger,"['beras', 'dijual', 'liter', 'jaman', 'presiden', 'terlangsing', 'beras', 'dijual', 'ons', 'saset', 'presiden', 'langsing', 'ngapain']"
7855,disgust,"['nanang_azzam', 'dennysiregar', 'yusrilihza_mhd', 'felixsiauw', 'wis', 'komentar', 'eehh', 'yo', 'komentar', 'lucu', 'lucu']"
7856,trust,"['setya', 'novanto', 'pengacara', 'menemuinya', 'rumah']"
7857,sadness,"['lupa', 'sandi', 'nomernya', 'ilang', 'cantumin', 'email', 'gimana']"
7858,joy,"['bang', 'fadlizon', 'bagus', 'beliau', 'mengurus', 'melunasinya', 'pemerintah']"
7859,anger,"['kapitalis', 'smkin', 'mraja', 'lela', 'tanah', 'sumba', 'mengambil', 'ahli', 'pesisir', 'pantai', 'dimna', 'aparat', 'mngayumi', 'masyarakat', 'dngan', 'meregang', 'nyawa', 'msyaraktnya', 'sendri']"
7860,joy,"['kanee', 'bikin', 'blengeer', 'pedas', 'bikin', 'nyoss']"
7861,anticipation,"['kerudung', 'sekolah', 'rabbani']"
7862,sadness,"['berdukacita', 'kejadian', 'semoga', 'teror', 'bumi', 'pertiwi', 'prihatin', 'wilayah', 'lereng', 'gunung', 'slamet', 'selamatkangunungslamet']"
7863,anger,"['lambat', 'direspos', 'hoaks', 'info', 'facebook', 'diblokir', 'fp', 'pengemis', 'like', 'nyebarin', 'hoaks', 'thsnks']"
7864,anger,"['username', 'perintahkan', 'menkes', 'menambah', 'ruangan', 'sakit', 'jiwa', 'rumah', 'sakit', 'sbab', 'menutup', 'pilpres', 'rumah', 'sakit', 'dibanjiri', 'pasien', 'sakit', 'jiwa', 'stress']"
7865,joy,"['pergi', 'laporan', 'fahri', 'hamzah', 'pilih', 'damai', 'sohibul', 'iman']"
7866,sadness,"['engkau', 'menolak', 'ketulusan', 'menolak', 'engkau', 'menolak', 'senyum', 'diam', 'menganggukkan', 'kepala', 'seseungguhnya', 'marah', 'sedih', 'engkau', 'buatnya', 'sedih', 'niscaya', 'sulit', 'ketulusan']"
7867,anticipation,"['maaf', 'loker']"
7868,anger,"['debat', 'panas', 'rocky', 'gerung', 'vs', 'ruhut', 'sitompul', 'rosi', 'ilc', 'indonesia', 'lawy', 'username', 'gimana', 'bilang', 'jokowi', 'kacung', 'om', 'username', 'diam']"
7869,trust,"['bongtif', 'jokowi', 'yusrilihza_mhd', 'perdata', 'kek', 'pengacara', 'wajib', 'mewakili', 'hak', 'hak', 'hukum', 'klaien']"
7870,trust,"['bersedih', 'wajahmu', 'pria', 'bersedia', 'melindungimu', 'mempedulikan', 'bentuk', 'wajahmu']"
7871,fear,"['optimis', 'coba', 'yusrilihza_mhd', 'fahrihamzah']"
7872,trust,"['nokia', 'nyebrang', 'android', 'nokia', 'sbgai', 'leadernya']"
7873,trust,"['tegakkan', 'keadilan']"
7874,trust,"['mengajak', 'partai', 'gerindra', 'pks', 'demokrat', 'duduk', 'bareng', 'koalisi', 'fair', 'menentukan']"
7875,joy,"['selamat', 'raya', 'waisak', 'merayakan']"
7876,sadness,"['askmf', 'dewasa', 'sadar', 'teman', 'disaat', 'kesusahan', 'semangatin', 'malam', 'khawatir', 'mengganggu', 'tidur', 'malam', 'but', 'pendem', 'terpuruk']"
7877,joy,"['banyaknya', 'pengnjung', 'memadati', 'jalan', 'raya', 'acara', 'car', 'free', 'day', 'kota', 'solo', 'mas', 'gub', 'ganjarpranowo']"
7878,anticipation,"['polsek', 'busungbiu', 'tingkatkan', 'pengamanan', 'gereja', 'buntut', 'aksi', 'amaliyah', 'surabaya']"
7879,joy,"['ruangasyik', 'mayjensudrajat', 'closing', 'mantab', 'kepanasan']"
7880,anticipation,"['grace', 'natalie', 'membandingkan', 'hasil', 'temuan', 'tim', 'riset', 'psi', 'era', 'kepemimpinan', 'susilo', 'bambang', 'yudhoyono']"
7881,anger,"['gimana', 'biaa', 'lapor', 'post', 'gambat', 'unsur', 'nudenya', 'memperlihatkab', 'alat', 'kelamin', 'pas', 'report', 'melanggar']"
7882,joy,"['asmurimorics', 'rendamanahati', 'hary_tanoe', 'kantor', 'dpd', 'perindo', 'sob']"
7883,sadness,"['sayang', 'kelemahannya', 'harganya', 'wkwk', 'rilis', 'harganya', 'liat', 'videonya', 'dibandinginnya', 'hp', 'huawei', 'porsche', 'design', 'mahal', 'iphone', 'kaga', 'hp', 'kaga', 'indonesia']"
7884,anger,"['gerindra', 'prabowo', 'mahluk', 'tolol', 'bebas', 'mondar', 'mandir', 'medsos', 'gerindra']"
7885,joy,"['rustamibrahim', 'ramlirizal', 'mengakui', 'kehebatan', 'presiden', 'jokowi', 'membangun', 'infrastruktur', 'rr', 'mengaku']"
7886,anticipation,"['kumparan', 'pksejahtera', 'tukang', 'duga', 'diduga', 'pksejahtera', 'berkuasa', 'indonesia', 'korupsi', 'pejabat']"
7887,anger,"['kuliah', 'penyampaian', 'informatif', 'edukatif', 'liat', 'ramai', 'hmm', 'berkomentar', 'fokes', 'profesi']"
7888,sadness,"['katak', 'tempurung', 'kepercayaan', 'berlebih', 'hegemoni', 'ilmu', 'sains', 'teknologi', 'solusi', 'beragam', 'permasalahan', 'indonesia', 'dogma', 'sila', 'google', 'scientism', 'sila', 'google', 'arogansi', 'alumni', 'itb', 'eh']"
7889,trust,"['inilahh', 'calon', 'pengganti', 'jokowi']"
7890,trust,"['cilok_romli', 'jokowi', 'demokrasi', 'memelihara', 'perbedaan', 'membinasakan', 'perbedaan', 'men']"
7891,disgust,"['jkfc', 'zoelfick', 'fderkanzler', 'fadlizon', 'gerindra', 'menjijikan', 'islam', 'dijadikan', 'alat', 'politik', 'menik']"
7892,trust,"['prestasi', 'pasangan', 'mimpin', 'daerahnya', 'hoax', 'dibandingin']"
7893,anger,"['kenal', 'hayu', 'ngajakin', 'tmuan', 'giliran', 'kenal', 'puas', 'tinggalkan', 'butuh', 'nongol', 'aduh', 'boneka', 'sesuka', 'hati']"
7894,trust,"['pelantikan', 'pengurus', 'ranting', 'pdi', 'perjuangan', 'kabupaten', 'musi', 'rawas']"
7895,fear,"['username', 'bicara', 'olah', 'rp', 'seram', 'terselubung', 'terang', 'terangan']"
7896,anticipation,"['mndapat', 'kode', 'konfirmasi', 'buka', 'facebook', 'akun', 'facebook', 'susah', 'buka']"
7897,trust,"['hadapan', 'fatayat', 'nu', 'gresik', 'gus', 'ipul', 'menghadiri', 'harlah', 'berbicara', 'peran', 'pemuda', 'tongga']"
7898,sadness,"['facebook', 'tolong', 'menutup', 'akun', 'keponakan', 'kasihan', 'keponakan', 'meninggal', 'nama', 'akun', 'sandra', 'sandra', 'itsiani']"
7899,disgust,"['tolong', 'hapus', 'foto', 'mayat', 'meninggal', 'halaman', 'facebook', 'dipertunjukkan']"
7900,fear,"['bodoh', 'mudah', 'terpengaruh', 'tipu', 'daya', 'setan', 'membenci', 'sifatnya', 'objeknya', 'takut', 'allah', 'menyuruh', 'pulang', 'kebencian', 'hati', 'takut', 'kehilangan', 'allah', 'apapun', 'keluarga']"
7901,sadness,"['cerita', 'kesiapa', 'hancur', 'hidup', 'pikirin', 'gimana', 'hati', 'ku', 'sedih', 'nangis', 'menetes', 'air', 'kayaknya', 'lirik', 'lagu', 'sayang', 'pia', 'palen', 'deh', 'wkwkw']"
7902,joy,"['pagi', 'car', 'free', 'day', 'jakarta', 'kota', 'bogor', 'menyapa', 'masyarakat', 'jalan', 'sehat']"
7903,anger,"['trinugroho', 'adv_supyadi', 'advokatbs', 'yusrilihza_mhd', 'habiburokhman', 'pemerasan', 'nama']"
7904,sadness,"['wkwk', 'yasama', 'halnya', 'menyelipkan', 'pesan', 'tangisan', 'ngena', 'bentuk', 'gelak', 'tawa', 'kepikiran', 'dituliskan', 'sampekengtay', 'dalang', 'dialog', 'terukir', 'did']"
7905,disgust,"['rlthingy', 'kebelet', 'pipis', 'wisata', 'bandung', 'pas', 'toilet', 'pipis', 'duluan', 'celananya', 'turun']"
7906,anger,"['fadlizon', 'dpr_ri', 'gerindra', 'presiden', 'kuasa', 'nunggu', 'dpr', 'menambah', 'korban', 'dpr']"
7907,joy,"['hasungharaboji', 'nyanyi', 'perindo', 'kek']"
7908,anger,"['maren', 'sj', 'tidur', 'rupiah', 'lemah', 'sembako', 'mahal']"
7909,anger,"['pertemuan', 'diundur', 'bebas', 'visa', 'diundur', 'negara', 'php', 'tingkat', 'tinggi', 'username', 'username', 'username', 'username']"
7910,joy,"['alshine', 'prabowo', 'gerindra', 'fadlizon', 'sandiuno', 'pokoknya']"
7911,anger,"['buanyak', 'ngirim', 'lwat', 'jwab', 'hoax', 'eh', 'tuh']"
7912,trust,"['ganjarpranowo', 'calonnya', 'menang']"
7913,trust,"['pengacara', 'setya', 'novanto', 'temui', 'jokowi']"
7914,anticipation,"['akun', 'facebook', 'pm', 'mesengger', 'berteman']"
7915,joy,"['terima', 'kasih', 'biar', 'pengetahuan', 'susi', 'nyentrik']"
7916,joy,"['mari', 'sucikan', 'hati', 'pikiran', 'berbagi', 'energi', 'positif', 'hidup', 'selamat', 'raya', 'waisak']"
7917,anticipation,"['memvertifikasi', 'halaman', 'facebook', 'ceklis', 'biru', 'je', 'kantor', 'facebook', 'cabang', 'indonesia']"
7918,trust,"['cermat', 'menentukan', 'prioritas', 'cermat', 'menentukan', 'kebutuhan']"
7919,fear,"['sechont', 'dahal', 'sby', 'si', 'takut', 'wkwk']"
7920,anger,"['username', 'jago', 'komentator', 'analis', 'bal', 'balan', 'salah', 'terbaik', 'nalar', 'logikanya', 'harrasment', 'via', 'vallen', 'dangkal', 'picik', 'memalukan']"
7921,joy,"['semoga', 'cepat', 'terwujud', 'listrik', 'desa', 'indonesia', 'bravo', 'pa', 'jonan']"
7922,sadness,"['tersesat', 'belajar', 'teori', 'sosial', 'dikasih', 'angka', 'rumus', 'bikin', 'nyaman', 'jatuhnya', 'tertinggal', 'kelas']"
7923,fear,"['serius', 'takut', 'botak', 'gara', 'rontok', 'parah', 'pas', 'potong', 'rambut', 'salon', 'mba', 'mbanya', 'suruh', 'periksa', 'dokter', 'takutnya', 'rontok', 'parah', 'akarnya', 'kuat']"
7924,joy,"['semoga', 'allah', 'mempersatukan', 'amin', 'prabowo', 'titiksuharto']"
7925,anger,"['habiburokhman', 'roninpribumi', 'dungu', 'nuduh', 'partai', 'gerindra', 'mendukung', 'teroris', 'ketum', 'gerindra']"
7926,sadness,"['please', 'gimana', 'memulihkan', 'akun', 'sayang', 'email', 'akses', 'ikutin', 'proses', 'mengganti', 'email', 'dihack', 'login', 'kode', 'konfirnasi', 'email', 'tolong', 'bantu']"
7927,joy,"['sebentar', 'ramadan', 'semoga', 'menyambut', 'keberkahan', 'penuh', 'kemuliaan', 'bekal', 'sehat', 'bekal', 'sabar', 'bekal', 'amal', 'selamat', 'menunaikan', 'ibadah', 'puasa']"
7928,trust,"['alam', 'semesta', 'ayat', 'ayat', 'tersirat', 'sesuai', 'perintah', 'tuhan', 'turun', 'bacalah']"
7929,anticipation,"['pan', 'mencurigai', 'pkb', 'jegal', 'ahy']"
7930,anger,"['dennysiregar', 'sbyudhoyono', 'manusia', 'goblok', 'otak', 'cebong', 'si', 'denny']"
7931,fear,"['dokumen', 'lengkap', 'kabarnya', 'disuruh', 'bikin', 'atm', 'bni', 'sudab', 'cair', 'kerekening', 'kejelasan', 'email', 'balasan', 'penjelasannya', 'sia', 'alm', 'ayah', 'bikin', 'bni', 'life', 'klaim', 'uang', 'ayah', 'larinya', 'kemana']"
7932,sadness,"['via', 'percaya', 'kebanyakan', 'hoax']"
7933,joy,"['selamat', 'wisudawan', 'berhasil', 'menuntaskan', 'perjalanannya', 'kampus', 'ugm', 'jenjang', 'sarjana', 'diploma', 'berjuang', 'skripsi', 'semangat', 'jumpa', 'wisuda', 'periode']"
7934,joy,"['setya', 'novanto', 'divonis', 'tahun', 'penjara', 'pendapatmu']"
7935,joy,"['salut', 'pemain', 'persib', 'bandung', 'salurkan', 'semangat', 'sepak', 'bola', 'atlet', 'difabel']"
7936,sadness,"['halangan', 'rintangan', 'berusaha', 'menutup', 'jalan', 'be', 'strong', 'anak', 'cengeng', 'disentil', 'tuhan', 'ngambeknya', 'berbulan', 'berdoa', 'serius', 'tinggal', 'diam', 'liat', 'secengeng']"
7937,joy,"['demiz', 'bagus', 'wakilnya', 'mah', 'pilih', 'asyik', 'pilih', 'asyik', 'no', 'menang', 'ganti', 'presiden']"
7938,trust,"['parpol', 'antikorupsi', 'salah', 'satunya', 'pbb', 'dipimpin', 'yusrilihza_mhd', 'hmskaban', 'bela', 'kor']"
7939,disgust,"['drik_septiana', 'lambeynyengir', 'geus', 'cicing', 'teu', 'apal', 'nanaon', 'mah', 'btw', 'geus', 'upahan', 'bieu', 'lembur', 'eleh', 'ku', 'bandung']"
7940,sadness,"['akun', 'ku', 'buka', 'gara', 'ganti', 'sandi', 'masukin', 'sandi', 'salah', 'masukin', 'salah', 'tolong', 'gimana', 'biyar', 'ngebuka', 'akun', 'facebook', 'ku', 'makasih']"
7941,sadness,"['berjuang', 'cinta', 'mesti', 'dianya', 'enggaa']"
7942,anticipation,"['berita', 'petunjuk', 'gerindra', 'aksi', 'teror', 'menjual', 'figur', 'prabowo', 'capres']"
7943,joy,"['cakepp', 'promo', 'super', 'indo', 'harga', 'murah', 'yukk', 'lengkapi', 'kebutuhan', 'sehari', 'belanja', 'super', 'indo', 'terdekat', 'kota', 'mom', 'and', 'sist']"
7944,anticipation,"['mengembalikan', 'akun', 'lupa', 'sandi', 'facebook', 'pakai', 'nomor', 'hp', 'hangus', 'otomatis', 'kode', 'pembaharuan', 'pasword', 'tolong', 'pencerahan']"
7945,joy,"['maspiyu', 'prabowo', 'sbyudhoyono', 'jokowi', 'wkwkwkwk', 'anies']"
7946,trust,"['selamat', 'susi', 'pejuang', 'kementerian', 'kelautan', 'wni', 'mengamati', 'info', 'kegiatan', 'kebijakan', 'sekian', 'penggunaan', 'jaring', 'cantrang', 'mensosialisasikan', 'perbagai', 'kesempatan', 'rasio', 'umum', 'membenarkan', 'mengizinkan', 'terpaksa', 'seyogianya', 'pejuang', 'muncul', 'membantu', 'kagum', 'ketegaran', 'enjoi', 'semoga', 'rakhmat', 'petunjuk', 'yme', 'menyertai', 'tuty', 'pujiastuti', 'amin']"
7947,sadness,"['berbela', 'sungkawa', 'korban', 'surabaya', 'korban', 'lingkungan', 'kemanusian', 'setahun', 'terabaikan', 'mengejar', 'pembangunan', 'menimbulkan', 'dampak', 'warga']"
7948,sadness,"['username', 'sik', 'abis', 'kehilangan', 'deket', 'dibilang', 'tahap', 'bangunin', 'sahur', 'zone', 'ah', 'sial', 'tayo', 'tayo', 'bang', 'gila']"
7949,joy,"['selamat', 'sore', 'yasin', 'limpo', 'sejahtera', 'masyarakat', 'sulawesi', 'selatan']"
7950,fear,"['liat', 'penampakan', 'lupa', 'seumur', 'hidup', 'sejarahnya', 'mengerikan', 'heran', 'kaya', 'akupun', 'cobain', 'deh', 'kesana', 'gih']"
7951,sadness,"['bu', 'wagirah', 'kampung', 'halamannya', 'asri', 'subur', 'berpikir', 'memanfaatkan', 'lahannya', 'tetangganya', 'sejahtera', 'lahan', 'subur', 'anugerah', 'tuhan', 'hasil', 'bumi', 'melimpah', 'ikhlaskan', 'proyek', 'pembangunan', 'bandara', 'meneror', 'kehidupannya', 'tentram', 'hancur', 'bandara', 'menjual', 'tanah', 'rumah', 'dipaksa', 'menyerahkan', 'sembari', 'meresapi']"
7952,joy,"['menjalani', 'puasa', 'beraktivitas', 'mudah', 'trik', 'puasa', 'mengurangi', 'produktivitas', 'simak', 'artikel']"
7953,joy,"['terimakasih', 'facebook', 'pesan', 'berantai', 'terima', 'mengirimkan', 'pesan', 'berantai', 'klarifikasi', 'resmi', 'team', 'facebook', 'mengerti', 'berita', 'hoak', 'terimakasih', 'facebook']"
7954,trust,"['sungai', 'citarum', 'ditangani', 'semoga', 'pasangn', 'rindu', 'citarum', 'tertata']"
7955,fear,"['cari', 'panggung', 'yusrilihza_mhd', 'urus', 'partai', 'biar', 'kursi', 'dpr', 'menarik', 'si']"
7956,fear,"['nangis', 'dimotor', 'gapada', 'takut', 'tbtb', 'bawa', 'motor', 'fokus', 'jatuh', 'tabrakan', 'nangis', 'dimotor', 'histeris', 'kepikiran', 'seram', 'tbtb', 'ketabrak', 'grgr', 'fokus', 'nyetir', 'drama']"
7957,fear,"['jalur', 'shrusnya', 'mengawasi', 'menikmati', 'prlu', 'dpr', 'kale']"
7958,joy,"['amin', 'allah', 'slamt', 'berjuang', 'maju', 'semangat', 'kang', 'dedy']"
7959,anger,"['pikir', 'nikah', 'sebatas', 'hidup', 'bareng', 'sayang', 'sebatas', 'identitas', 'status', 'ktp', 'sebatas', 'ena', 'ena', 'dem', 'helaw']"
7960,trust,"['peringatan', 'kebangkitan', 'nasional', 'harkitnas', 'dimaknai', 'pembangunan', 'sumber', 'daya', 'manusia', 'sdm', 'unggul', 'era', 'globalisasi', 'ayo', 'sebarkan', 'semangat', 'pembangunan', 'kebangkitan', 'kejayaan', 'kemakmuran', 'kesejahteraan', 'masyarakat', 'memanfaatkan', 'perkembangan', 'teknologi', 'komunikasi', 'selamat', 'harkitnas']"
7961,anger,"['gerindra', 'elu', 'partai', 'menghalang', 'halangi', 'pemberantasan', 'terorisme', 'uu', 'anti', 'terorisme', 'beres', 'bere']"
7962,anger,"['penyimpangan', 'perilaku', 'alias', 'separo', 'gendheng', 'ombudsmanjateng', 'tantang', 'debat', 'akademis', 'kantor']"
7963,sadness,"['iya', 'maunya', 'nikah', 'lalaki', 'nu', 'calon', 'bantal', 'guling', 'dipeluk', 'hamdalah']"
7964,joy,"['jateng', 'adem', 'calone', 'loro', 'sing', 'menang', 'ganjarpranowo', 'tajyasinmz']"
7965,anticipation,"['ruang', 'komunal', 'facebook', 'daftar']"
7966,disgust,"['psi_id', 'wkwkwkkww', 'culun']"
7967,sadness,"['username', 'username', 'iyaa', 'kii', 'luu', 'emak', 'idam', 'kawinin', 'pmarahan', 'charles', 'keduluan', 'kawinin']"
7968,joy,"['hatur', 'nuhun', 'paslon', 'gubernur', 'jabar', 'ridwan', 'kamil', 'tb', 'hasanuddin', 'deddy', 'mizwar', 'good', 'job']"
7969,anger,"['ush', 'ganti', 'ganti', 'menyiksa', 'batin', 'axis']"
7970,anger,"['sudarman_bolo', 'ch_chotimah', 'aniessa_andi', 'aryprasetyo', 'gerindra', 'tuh', 'video', 'norak', 'kampungan', 'terbantah']"
7971,trust,"['butujh', 'waktu', 'alasan', 'kegagalan', 'target', 'waktu', 'diikuti', 'strategi', 'strategi', 'integratif', 'desa', 'mewujudkan', 'target']"
7972,sadness,"['gegara', 'tadu', 'malam', 'treak', 'treak', 'gemash', 'ngliat', 'indo', 'kalah', 'thailand', 'kandang', 'tenggorokan', 'digaruk', '_________', 'nonton', 'tadu', 'malam', 'ngacung', 'coba', 'kalean', 'tim']"
7973,anticipation,"['kalaw', 'bikin', 'sim', 'sarat']"
7974,sadness,"['kemeja', 'kah']"
7975,disgust,"['tongtong_sot', 'jimmyherdyansy', 'vaiyo', 'idetopia', 'gerindra', 'prabowo', 'kuat', 'malu']"
7976,joy,"['partaiperindo', 'hary_tanoe', 'terimakasih', 'petunjuk', 'semoga', 'pencitraan', 'bokti', 'at']"
7977,disgust,"['sbyudhoyono', 'antek', 'china']"
7978,anger,"['chicohakim', 'prabowo', 'panik', 'percaya', 'deh', 'jokowi', 'lunasi', 'janjinya', 'pendukungnya', 'minggat']"
7979,joy,"['jaman', 'repot', 'berasuransi', 'download', 'aplikasi', 'siaga', 'mudah', 'berasuransi', 'dijamin', 'repot', 'rp', 'manfaat', 'puluhan', 'juta', 'sempurnakan', 'hidup', 'besama', 'mnc', 'life']"
7980,disgust,"['fadlizon', 'gerindra', 'prabowo', 'terserah', 'bicara', 'pengaruhnya']"
7981,fear,"['kemarin', 'jalan', 'ngampus', 'sakit', 'perut', 'bulanan', 'pulang', 'deh', 'galfok', 'to', 'penuh', 'sakitnya', 'parah', 'gara', 'nyeri', 'plus', 'serangan', 'nervous', 'agenda', 'besok', 'gatenang', 'euy']"
7982,sadness,"['sedih', 'ketahanan', 'bangsa', 'pasca', 'tragedi', 'surabaya', 'mencor']"
7983,joy,"['trmksih', 'facebook', 'semoga', 'lancar', 'sukses', 'kebersamaan', 'facebook', 'trmksih']"
7984,sadness,"['helloo', 'liburan', 'liburan', 'teyuss', 'lebaran', 'on', 'teyus', 'liburan', 'sekolah', 'selesai', 'elisoulea']"
7985,joy,"['aplikasi', 'fecebook', 'bagus', 'yaa']"
7986,disgust,"['agama', 'tuhannya', 'dihina', 'dian', 'presiden', 'manusia', 'belaka']"
