,label,tweet
8289,anticipation,untuk area jogja bisa kah? A&W Restoran Khas Amerika
8290,fear,Mau nonton tp deg2an takut ga sama kaya imajinasi waktu baca ini
8291,anticipation,Facebook bagaimana membuat akun terverifikasi. (Agar Diakui asli ada tanda centang biru)
8292,fear,"Penyakit jantung merupakan penyakit berbahaya yang dapat datang kapan saja dan menyerang siapapun. Hal ini disebabkan karena kurangnya olahraga dan pola makan yang tidak sehat. \n\nTapi, penyakit jantung dapat dicegah dengan melakukan kebiasaan-kebiasaan ini nih\n\n#MNCLifeTip"
8293,fear,"Tolong bantuannya, kenapa group yang saya buat tidak bisa saya kelola? Apakah ada masalah? Tolong penjelasannya, group yg saya maksud adalah JUAL BELI HP MURAH SOLO VERSI BARU"
8294,fear,"Serem kang,kl sdh macetnya begitu. Padahal tol semua yaa..,Horor itu mah"
8295,joy,"@ridwankamil Iraha deui gaduh gubernur kasep,pinter, santun, agamis, merakyat, membangun.\nTong khilaf kang Emil, ku…"
8296,joy,"Bersama Prof Mahfud MD, \nKetua Umum PPP M. Romahurmuziy hadir \ndi Kompas TV dalam program   NGOPI (Ngobrol Pintar)…"
8297,joy,@ridwankamil Mantaap kg Emil#juara!!!!
8298,joy,"Pasangan Ganjar-Yasin dan Dirman-Ida Saling Menanggapi Pertanyaan, Inilah Lengkapnya\n\n#Pilih2UntukJateng…"
8299,fear,"May Day Dipolitisasi, NasDem: Prabowo Ketakutan Luar Biasa"
8300,anticipation,hati hati kang hidup sementara jangan salah pilih tong kaduhung salama 5 th siga ayena kedah nu agamis teu nyembah berhala sareng klenik bd d candak k mn jabar nu agamis teh
8301,sadness,"ada pernah yg bahas tentang tinder dan sewaktu itu ga paham, krn penasaran download lah. eh pas udah download dalem hati bilang ini aplikasi apaan? nyesel langsung download tanpa baca deskripsi :') mungkin itu asik buat sebagian orang lain, tapi engga buat aku."
8302,sadness,"enggak ada yang salah dengan meminta tolong ke teman, saya bisa sebut normal malah. tapi pertanyaan yg selalu muncul, apakah mereka hanya ingat saya ketika berkaitan dengan apa yang bisa saya lakukan? (ingat kalau lagi butuh bantuan)."
8303,anticipation,Utk kuningan jawabarat ada layanan ga
8304,joy,Bagus sekali untuk di contoh dan ditiru oleh yg lain nya.
8305,trust,"Menggunakan kartu kredit boleh saja, asal kamu tau cara melunasinya. Jangan sampai utangmu menggunung ya #ELifers\n\n#PastiEquity #EquityLifeIndonesia #TipsKeuangan"
8306,surprise,"Terus terang saja...sy bisa dibilang \FANS\ Budiman Sudjatmiko.\nBuku \Menolak Tunduk\ itu favorit sy, selalu sy simpan dengan baik.\nKisah2 Budiman Sudjatmiko banyak menginspirasi sy.apalagi kebetulan dulu ada salah satu saudara sy menjabat sebagai sekretaris PRD.\nJadi ya kisah2 perjuangan Budiman Sudjatmiko dan PRD nya memang melekat di kepala sy.\n\ntp koq semenjak jadi anggota DPR malah agak memble ya?\n:D"
8307,joy,Enakkk yg di lumurii pakee saoss tp syng daging'a kecil2 hheee apa lg minuman nyaa sukaa bangettt
8308,joy,Done... Wish me luck\n#KuisEpsonia
8309,trust,mari berpikir dengan positif agar bisa menghasilkan pemimpin yang positif karena apa yang kita pikirkan itu yang ki…
8310,fear,"Selamat pagi. Maaf admin saya mau tanya kenapa saya tidak bisa menyukai kabar berita, halaman, status, foto dll. Yang bisa hanya mengomentari."
8311,joy,Gerindra Serang Balik NasDem: Kubu Jokowi yang Ketakutan!
8312,anticipation,@jawapos Ganti dengan siapa @PKSejahtera @FPKSDPRRI @MardaniAliSera ?
8313,anger,Hi min..sy mau minta tolong ..ad seseorg yg membuat pencemaran nm baik saudaraku dn fto saudara ku d uold dg kta\ yg tdk baik..bsa kah d hpus fto\ saudara ku d fb y org yg mencemrkn nm baik itu pleace sy mhon
8314,trust,Demokrat Resmi Dukung Edy-Ijeck di Pilkada Sumut
8315,joy,"Terima kasih sudah berpartisipasi di #BhinnekaQuiz #SarahKeRumah. Selamat kepada Ika Barel yang berhak mendapatkan SAMSUNG Universal Battery Pack (Animal Edition) 8400mAh persembahan Bhinneka. Yeay! DM kami nama lengkap, alamat, nomor telepon dan alamat email kamu, ya. Congrats! :)\n\n#Bhinneka #AsliBikinTenang"
8316,anticipation,Gimana caranya mengubah status berpacaran itu dihilangkan?\nSoalnya disuruh tanya di versi facebook\nTlng di jwb yaa
8317,disgust,@sinchan_chun @sudirmansaid @purwokerto @KotaSMG @keretaapikita @PTKAI @KAI121 @ss_banyumas km masih kecil kesannya…
8318,anger,Arogan....Gede hulu ck urang sunda mh!!!.
8319,trust,Yang terbaik menurut @jokowi  Aduh @cakimiNOW  Selain konsisten juga sebagai panglima santri\n#join\n#CakIminTheNextWapres
8320,trust,Telak! Pengacara Setya Novanto Bersiap Beberkan Borok KPK
8321,anticipation,facebook saya tiba2 hilang ada pertanyaan aneh2 ..membingungkan ..pemaksaan kehendak dsbnya.. ttpi  berhubung internet tidak lancar akhirnya  hilang akun yg sedang saya pakai..
8322,trust,"@asatriahtg @RamliRizal @prabowo Pintar,  berani dan banyak terobosan. \nIde dan gagasannya jauh kedepan, \nMerubah m…"
8323,anticipation,Helpme...\n\nLupa Password atau kata sandi..\n Nomor HP yg ditautkan sudah lama mati (tidak aktif). serta tidak adanya email lain yang bisa di tautkan untuk mengaksesnya...mohon bantuanya mind
8324,fear,Teror Bom Buat Laga Persebaya Surabaya Lawan Persib Bandung ... -
8325,anticipation,Yg di lazada kw kaga sih boss
8326,anticipation,boleh berhijab ga ka?
8327,joy,@manika_arbit @cakimiNOW @jokowidodo_1 @ZUL_Hasan @fadlizon @Hasto_66 @Jazilul_Fawaid saya rasa keputusan final ten…
8328,fear,"Pernah baca katanya emang ada oknuum yang bikin kebakaran. Terus kalau pemadam kebakarannya dateng, malah dihalang-halangin. Serem-serem ibukota serem... :(("
8329,trust,Sukses terus FB supaya lancar bertemu kpd teman\& dpt jalinan komunikasi yb baik
8330,joy,Cadas closing statement.Sangat visioner #2019GantiPresiden. gw pasti pilih no 3 @MayjenSudrajat @syaikhu_ahmad…
8331,anticipation,"Kalo cuma kerja paruh waktu bisa nggak, soalnya masih kuliah"
8332,anger,Tanpa mengurangi rasa hormat Saya. Kami perlu mereformasi Hukum yang jelas. Sediakan peti mati untuk para KORUPTOR.
8333,trust,"Setiap tahapan kehidupan memiliki tantangannya masing-masing. Saat single, kebutuhannya pasti berbeda saat sudah berkeluarga. Mengelola keuangan pun jadi semakin \seru\ dan penuh lika-liku. \n\nApa pun tahap kehidupan Anda saat ini, BNI Life hadir dan terpercaya untuk mengatur keuangan Anda.\n\nTemukan produk yang tepat sesuai kebutuhan Anda, bersama kami di www.bni-life.co.id."
8334,sadness,"Terlalu naif jika berbicara patah hati, tp terlalu munafik jika tdk merasa terluka. Pilihan utk menikah, msh membuat bulu kuduk saya merinding. Di pikiran saya, laki2 msh bgtu menyeramkan & membuat hati merasa sesak. Entahlah kepercayaan, kesetiaan, dan cinta seolah sudah mati."
8335,trust,Lanjutkan Bang Demiz #4jabar
8336,trust,@sandiuno @koran_jakarta Ini lebih cocok dan leboh tinggi dari aher dari pks bisa dipertimbangkan mas @prabowo…
8337,joy,@prabowo Mohon petunjuk ny pak. Apa yg akan bapak lakukan di 5 taun kedepankalau terpilih jadi presiden 2019? Tks
8338,fear,"sayang, janganlah kau waton serem"
8339,trust,Selamat atas terpili nya pemimpin baru semoga walhi kedepan nya nati lebih maju dan adil lestari
8340,anger,ngotak ! tidak-usah pakai emosi :) egois bngst !
8341,anticipation,Berapa harga nya 1 bucked admin ganteng ???
8342,joy,Sy sudah dapat 3 buah Neon mug nya
8343,anger,Orde baru? Sama aja kyk mimpi buruk!!!
8344,anger,"YAILAH GUA KIRA KERJA HARI INI TERNYATA TGL 7, TRUS UDAH DI TEMPAT KERJA BENGONG DONG KOK GEDUNGNYA DIPAKE GRADUATION, KAMPRET KAN W UDAH DANDAN"
8345,fear,"Eh barusan temen w satunya cerita katanya do'i minjem duit janji hari ini. Tapi kaga dibayar, pas ditagih via whatsapp nggak bisa dihubungin. Didatengin marah marah. Kan serem huhu"
8346,anger,"​STOP MENGIRIMKAN KUPON MCD​\nPlease buat kalian yang masi share kupon MCD, itu HOAX.\nItu strategi marketing CPP (CLICK PER PAY).\nYang punya website dapet duit, kalian cuma dapet IKLAN disitusnya, bukan VOUCHERNYA.\nPlease banget, kalau mau broadcast informasi di CEK KEMBALI!\nBayangkan, kontak saya ada ratusan, pada broadcast informasi hoax seperti ini. penuh ga tuh whatsapp isi hoax.\nCoba untuk lebih pintar untuk share hal-hal hoax seperti ini.\n​STOP SEBAR KUPON HOAX​"
8347,sadness,"[Askmf] coba deh sekali aja lu jd gue, ngrasain jatuh cinta diem diem, lu perhatian ke gue dan gue senengnya diem diem, tiba tiba dapet kabar lu jadian ama cewe lain juga gue diem. Diem diem sakit ndiri."
8348,anticipation,"Teh, ini mah kabupaten yah?"
8349,fear,"Dibalik cewe yang memberikan kepercayaan kepada pasangannya,ada keraguan dan takut kehilangan. Karena mereka tau bahwa dirinya begitu banyak memiliki kekurangan dan diluar sana banyak yang lebih baik dari dirinya."
8350,sadness,"Belum rezeki saya,\n selamat"
8351,trust,Mantaf direktur
8352,anger,Beli nasi goreng bbrp bungkus dipinggir jalan perkampungan..biasanya cuma 11rb/bks.skr naik jd 15rb.tukang nasi gor…
8353,disgust,"@fadlizon @Gerindra @prabowo Kalau sempat terjadi prabowo capres nya pak joko widodo,mending kami sekeluarga ga milih...."
8354,trust,"Pengacara: Setya Novanto Bukan Sembunyi, Tapi Beliau Tidak Ikhlas Diperkosa Haknya"
8355,fear,Dear: McDonald's Indonesia \n\nhari ini saya menerima broadcast dari beberapa teman whatsapp prihal McDonald's bagi bagi kupon.mohon klasifikasi kebenaran hal ini\n\nBerikut saya krm link beserta gambar ketika kita masuk link tersebut..
8356,fear,"Admin facebook saya mau bertanya kenapa akun facebook lama saya dinonaktifkan , dan apa bisa akun saya dikembalikan soalnya akun lama saya banyak kenangan pentingnya , tolong dong kakak facebook aktifkan akun saya namanya Muhammad Baharudin akun dibuat juni 2011 , email facebook messi.bahar@yahoo.co.id , tolong  aktifkan kembali facebook saya kak , \nterima kasih Facebook"
8357,sadness,"Nah,seringnya nih msh ada oknum pejabat yg cm mau tunjangan sm duitnya aja, tp gak mau tgjwb atas isi dokumen atau kebijakannya. Bisanya nyalahin pelaksana. Untungnya di kantorku ndak ada yg spt itu."
8358,surprise,Mungkin ya smpai puasa.  Soale mlai dr tgll 9 kmrin bru opening HYPERMART.  dan banyak diskon sma vocer.
8359,joy,"Yuhuuu, Paket Chicken Strips hadir lagi nih guys\nKali ini BELI 1 DAPAT 2 PAKET CHICKEN STRIPS\nIni bikin kamu kenyang nih di awal bulan\n\nYuk mampir, oiya dari tanggal 3-30 April saja yaaa"
8360,joy,"Apa kabar nya bung budiman sudjatmiko semoga dalam keadaan baik,terus lah berjuang untuk kepentingan rakyat saya merindukan semangat anda pada saat menjadi aktivis mahasiswa."
8361,trust,Tidak susah mengidentifikasi penyakit dalam tubuh. Anda hanya perlu peka terhadap beberapa tanda-tanda yang muncul di tubuh Anda.\nBerikut diantaranya... goo.gl/oyvtGH\n#MNCLifeTip
8362,trust,"Menurut Lodewijk sampai saat ini nama Airlangga Hartarto tetap menjadi unggulan partai berlogo pohon beringin ini,…"
8363,anger,"Giliran ke lantai produksi mastiin dan nanyain langsung apa yang mereka tulis malah digangguin,dimintain foto Yaampunnnn mas mas pusing akutu Pengen cepet kelar terus balik jogja malah gini mmbbzzzz"
8364,trust,Pernyataan Pak @aniesbaswedan ini akan selalu di ingat dan menjadi penyemangat Perjuangan Umat Islam dalam upaya  m…
8365,disgust,Wakilnya ridwan kamil ini ko ga pernah ng jawab apa apa sih. Dari tadi yg jawab terus aja ridwal kamil
8366,anger,"[USERNAME] [USERNAME] tolong dijelaskan maksud dari "" Hal ini dibuktikan dengan penggunaan resi pada transaksi Anda yang telah digunakan pada transaksi lain (transaksi Anda dengan supplier Anda). "" saya rasa tidak mungkin ada double resi..."
8367,anger,"Kalau sampe [USERNAME] di WO, sama juga kita di hianati, di kasih hati minta jantung udah di kasih kuota tiket malah rusuh tak terorganisir dan minta WO lagi,kelakuan nya udh kaya saudaranya biru barat."
8368,anger,@PERSIPURA_ @RahmayadiEdy @PSSI Semua janji2 nya omong kosong hanya krna jabatan gubernur dia abai dgn janji nya sk…
8369,anger,#ILCBPIP satu lagi travel meler katanya anti asing tp sok2 bicara pake gaya asing....mulut bau....lalu Ko bikin apa Pak Kiyai???? [URL]
8370,joy,"Selamat Hari Raya Tri Suci Waisak untuk seluruh umat Buddha di Indonesia. \n\nSabbe Satta Bhavantu Sukithatta. Damai di hati, damai di bumi.\n\n#HariRayaTriSuciWaisak\n#HariRayaTriSuciWaisak2018\n#HariRayaTriSuciWaisak2562\n#SabbeSattaBhavantuSukithatta\n#SemogaSemuaMakhlukHidupBerbahagia\n\nwww.lippoinsurance.com\nwww.MyProtection.id"
8371,anger,@Yamin_anunu @fadlizon Ya Ga Mungkin Lah Bang.  @fadlizon  Bilang Planga Plongo Ke @prabowo ..!!  Semua Juga Menafs…
8372,sadness,"[USERNAME] Oh iya. BAY DE WEY: Jd sekalian nih: 1. Kl blm mapan JANGAN KAWIN 2. Kl mau idup enak, belajar manage duit yg bener Pesan ini disampaikan oleh pria 24th beranak 2. Brb, kill myself"
8373,fear,Setiap waktu bersamamu adalah hal yang paling berharga bagiku dan selalu ada rasa khawatir bagiku takkan lagi bisa seperti ini dimasa mendatang denganmu
8374,anticipation,Facebook manager saya bisa setting tidak facebook saya untuk tidak diikuti sepihak oleh orang gak dikenal? Tolong pengaturan settingnya diberikan.
8375,joy,"#ELifers, hari ini Equity Life Indonesia dan PGRI Jawa Barat telah bekerjasama dalam program pensiun guru tahap II. Kerjasama ini diresmikan dengan penandatanganan MOU yang dilaksanakan di kantor cabang Equity Life Indonesia Bandung. Diharapkan dengan kerjasama ini, para guru di Jawa Barat dapat mewujudkan hidup yang sejahtera dan terlindungi.\n\n#PastiEquity #EquityLifeIndonesia"
8376,anger,"Dokumen kami sudah lengkap 3 bulan yang lalu. Tetap saja tidak ada kabarNya... Disuruh Bikin ATM BNI, katanya klo sudab cair akan masuk kerekening masing2. Sampai skrg tidak ada kejelasan. Bahkan Email saya pun tidak ada balasan sama sekali. Mohon PenjelasanNya... \nSia2 dong Alm. Ayah saya bikin BNI life klo tidak bisa di klaim. Trus uang ayah saya selama ini lariNya kemana???"
8377,fear,Apakah terlalu banyak menyukai halaman dan bergabung di grup mengakibatkan kabar berita berat dan tidak bisa terbuka??
8378,trust,"@moh_effendie @GalihOntoseno @Fahrihamzah @SBYudhoyono Baca informasi lagi dah,siapa yang mendirikan Demokrat"
8379,anger,[USERNAME] Memikirkan Blunder nya... saat bulan puasa kok nuduh [USERNAME] [USERNAME] sudah melahirkan 2 koruptor besar... [URL]
8380,joy,@Yusrilihza_Mhd Ditunggu Prof\nPasti penuh pencerahan.
8381,anticipation,CFC ini d mna ya...Surabaya kah.??
8382,sadness,"Min tadi di fb saya ada notif,kaya yg kalo data nya bocor kan nnti ada notif masuk,trus harus gimana tuh? Respon pliss"
8383,joy,Segenap Management Domino's Pizza Indonesia Mengucapkan Selamat menunaikan Ibadah Puasa #ramadhan #puasa
8384,joy,"Semangatmu memang luar biasa gus , kami bangga punya sosok pemimpin seperti mu gus @MRomahurmuziy , njenengan meman…"
8385,disgust,Di inbox w banyak min....\n Biasa pada kbanyakan makan micin jadi  bgitu berita hoax di percyaa\n Kalo w sih nunggu info valid kya bgini \nKan jadi nya tenang dan aman
8386,sadness,"Sebenarnya sepi itu tidak ada, yang ada hanyalah kondisi lupa. Lupa bahwa tuhan selalu bersamamu . ."
8387,disgust,Usut tuntas yg benar.\nJangan cuma omongan.
8388,trust,Semoga segera terungkap apa yang telah menimpa NKRI yang Qita cinta ini\n\nSehingga tidak ada lagi Rakyat Indonesia yang mau dan bisa di kibulin hanya untuk ambisi dan kekuasaan \n\nAmin Ya Rabbal Alamiiiiinnnnnnn
8389,joy,@gusmusgusmu @ganjarpranowo Amiin
8390,surprise,Semangat! Hari ini di JD.id ada flash sale buat Sky 232 Xtreme loh! Ayo buruan klik linknya dan beli langsung. Jangan sampai
8391,sadness,"Langsung mewek baca thread ini, keren maksimal usaha semua orang dalam misi penyelamatan, sampai harus ada yang gugur. [URL]"
8392,anticipation,@RestyCayah Transformasi karakter tak semudah membalik telapak tangan kang @ridwankamil Sikap Anda berubah seiring…
8393,joy,Alhamdulillah aku sudah menemukan nya dan sudah screenshot brosur COMM Classy Care.... \n#ichoosehappy
8394,trust,@MRomahurmuziy @hendraendut Semua kriteria diatas cocok dgn anda pak.
8395,joy,Gus Sholah memberikan arahan kepada Barisan Gus Sholah untuk merapatkan diri guna memenangkan pasangan Khofifah Ind…
8396,sadness,"Di hari keterbatasan ini, apa yg kamu pelajari? Derasnya harus kita hadapi, tak mudah menjalani cerita ini. Di hari keterbatasan ini, ambil semangat hati. Semua yg kamu percayai, menuntun langkahmu pulang disini"
8397,fear,"Apa aku tak merepotkanmu, sensei? tanyanya khawatir. Hifumi pun mengambil sandal lalu memakainya, masih sedikit kebesaran tapi tak apa. Toh hanya sandal rumah."
8398,fear,"Kemarin habis sulam alis 6D, dan hari ini terlihat masih ketebalan kaya sincan karna hasil lukanya mengering. Biasanya peel off setelah 7 hari ntar hasilnya kaya bulu alis alami. Semoga ye, gak sia-sia wa nahan sakit sama jauh-jauh ke kelapa gading... [URL]"
8399,joy,"@SBYudhoyono @wiranto1947 @wiranto1947 juga akan bertemu ketum parpol lainnya. Wiranto melanjutkan, ia meminta sara…"
8400,anger,[USERNAME] Guwah sependapat sama ente Bro.... Ini yg paling ditakuti sama mereka2 yg sedang berkompetisi utk bisa nyapres.... makanya mereka selalu cari cara utk mendown-grade HRS. Apadaya.... kehendak Allah...HRS malah makin bersinar [URL]
8401,sadness,"Min,,,kenapa saya ga bisa login ke akun saya pribadi saya..setiap login ditolak,,,email sama sandinya ga akurat..padahal tiap hari email sama sandi itu yg saya gunakan..malah saya di suruh bikin akun baru,,tolong min akun saya...Yan sofyan noerman kembaliin ke semula..saya ga mau bnyak akun...trims"
8402,sadness,"Bunga mawar pun memiliki duri, jikalau memang kita menginginkannya mungkin akan terkena sedikit goresan pada kulit. Begitu juga hidup ini, kadang kita harus merasakan perih ataupun luka untuk menikmati kebahagian didalamnya JAR"
8403,sadness,Sayang jatah gratis ongkir udah abis..
8404,trust,@fadlizon @detikcom @Gerindra Dengan penuh harapan pak prabowo bisa jadi presiden 2019
8405,joy,@sudirmansaid 1905 awal pergerakan dgn lahirnya SI
8406,joy,Subhanallah
8407,joy,"Kampanye akbar Dodi-Giri di Pelataran BKB,  Palembang,  Jumat (11/5/2018).\nTerima kasih atas dukungan yang diberikan kepada pasangan Dodi-Giri.\nLanjutkan dan tingkatkan Sekolah dan Berobat Gratis!"
8408,joy,@manika_arbit @cakimiNOW @jokowidodo_1 @Jazilul_Fawaid @KangFathanNow @marwan_jafar @Kadir_Karding @hanifdhakiri siap pak....
8409,sadness,"Lucu aja gitu, ngebayangin. Dulunya tiap hari di kota itu, engga kepikir bakal pergi dr sana, terus nantinya kalo aku ke kota itu jatuhnya jadi berkunjung. Aneh. Aneh aja.. sebenernya aku pengen nangis. Mau bilang ikutttt sm org org yang mau ke sana. Aku kangen"
8410,anger,@roman_zzq @sudirmansaid Siapa yg bilang bom bunuh diri mati jihad? Bisa dishare di sini linknya?
8411,trust,"Terinspirasi dari neuroscience, Shiseido menghadirkan Shiseido Essential Energy yang mengandung ReNeura Teknologi untuk mengembalikan sensoritas kulitmu. #AwakenSkinID"
8412,anger,"Saya didaftarkanjadi m3mber BNI LIFE secara sepihak.awalnya saya ditelpon diperkenalkan BNI LIFE.saya iya iyakan saja.\nSetelah 1 bulan rekening saya langsung di debet SEPIHAK SEBANYAK 405.000.\nSaya complain,saya email untuk pembatalan.setelah itu pembatalan diproses tetapi uang saya tidak dikembalikan??\nBeginikah ADAB BNI LIFE kepada Nasabah BNI??\nMengapa IDENTITAS SAYA SEBAGAI NASABAH BNI cabang kota saaya BISA DIKETAHUI ol3h BNI LIFE JAKARTA?"
8413,anticipation,asslamualaikumm\nselamat pagi..\nsaya mau tanya tentang \npemutihan pajak kendaraan roda dua GRATIS PA TIDAK..\nHATURR NUHUNN
8414,anger,"Nah trs ai bakil pan, pesen gojek. Ebuset, no signal. Sekalinya ada, dpt driver nih, marah2 ora jelas. Udh kakek2 emang, tp ya annoying aja beliau itu. Ingin berkata kasar, tp diriku lg penuh dosa. Jd ku tahan."
8415,disgust,"Teroris pelaku BOM di sby memang beragama ISLAM, tp mereka tdk menerapkan apa yg diajarkan oleh Rosul.\njadi mereka bukan MUSLIM !!"
8416,anticipation,@fadlizon @Gerindra @prabowo Kalo jokowi sama prabowo... Sy pilih kang sule aja
8417,fear,"Ngeri.. Ternyata Popok Seklai Pakai Jadi Pemicu Utama Infeksi Saluran Kencing Jangan lengah dengan kepraktisan popok sekali pakai. Karena jika tak perhatikan hal ini, bahaya bisa mendekati si kecil"
8418,anticipation,"@57553c2c33284dd @muhtauf33355893 @BangPino_ @Gerindra @aniesbaswedan @sandiuno Jangan hanya di tunggu, bantu juga…"
8419,anticipation,"Pak admi, mau tanya\n\nIni akun fb saya kok jadi dua yaa? \nIni yg saya pakai bukan akun saya, akun saya tidak bisa di buka"
8420,anger,@Dennysiregar7 @prabowo Lu suruh aja TKA DEKLARASI DUKUNG jokowi.. \nGitu aja ngambek lu bong !
8421,anticipation,Boleh tau ukuran berapa jaket/kemeja/kaos Ari?
8422,trust,Bapak menteri kebanggan saya ini emang Indonesia banget. Semoga selalu penuh berkat Tuhan. Berkah Dalem
8423,trust,@MariSania77 @alifa_fatach @wiranto1947 @PolhukamRI @SBYudhoyono Kita berjuang beresama sekuat tenaga untuk Indonesia.
8424,joy,"Hari ini, Facebook meresmikan pembukaan Ruang Komunal Indonesia, sebuah ruang komunitas yang nyaman dan kolaboratif sebagai tempat berkumpulnya komunitas untuk saling belajar dan terhubung satu sama lain. Ruang Komunal Indonesia diharapkan dapat menjadi tempat bagi organisasi nirlaba, komunitas dan grup untuk berinteraksi secara lebih bermakna sekaligus membangun komunitasnya, baik secara online maupun offline. Mariam Barata, Sekretaris Direktorat Jenderal Aplikasi Informatika, Kementerian Komunikasi dan Informatika RI juga turut menghadiri acara peresmiaan Ruang Komunal Indonesia bersama dengan beberapa perwakilan dari komunitas di Indonesia seperti SabangMerauke, 501st Legion : Garuda Garrison Indonesia, Siberkreasi, dan masih banyak lagi."
8425,anger,"@LawanPoLitikJKW @Anifha7 @SBYudhoyono @prabowo @jokowi masalah nyah si nganu selalu tidak fair, you taulah pilgub kmrin ahy gmna?"
8426,joy,"Hatur Nuhun utk Paslon Gubernur JaBar, 1. Ridwan Kamil, 2 Tb. Hasanuddin dan 4. Deddy Mizwar... Good Job !!!"
8427,anticipation,"Perpres TKA Jokowi Dituding Pro Asing, Grace Natalie Beberkan Hasil Temuan Tim Riset PSI"
8428,anger,"please min [USERNAME] jaringan wifi telkom kok lemot sekali. Padahal masih serumah cuma beda lantai aja atas sama bawah, kenapa signalnya ngilang2 mulu"
8429,anticipation,Min dell G series kapan masuk nih?
8430,anticipation,"Pak, kalo franchise.... Syaratnya apa"
8431,joy,ka bls dong pesan aku
8432,trust,"Buktikan! Kalau hukum tdk hanya tajam kebawah, tumpul keatas. Semoga berita ini bkn sekedar pengalihan isu."
8433,trust,Mantap gus.. diksi dan tone pidato adem sekali. Pertahankan terus attitude politik seperti ini. Jika wapres jokowi mengerucut mungkin salah satunya anda. Tetep stylish ya gus potongan rambut harus lebih zaman now sama pilih warna baju atau kemeja atau kaos atau jacket lebih fresh lagi ya gus.
8434,sadness,Ini kenapa Fb saya tidak bisa share di grup? saya tidak pernah merugikan siapa pun .. saya hanya jualan saja.. 20 grup saya ikuti tidak bisa tlg kebijakan nya
8435,disgust,@datukpancilok @Geyeliciusss @jokopujakesuma @MRomahurmuziy Ini kan lambe turah
8436,joy,terima kasih untuk keamanan akun fb saya
8437,anticipation,"Min, apa maksudnya dari report \Profil ini mewakili bisnis atau organisasi\"
8438,trust,@na_dirs @cakimiNOW Cawapres pokoknya hrs ada cak imin . JKW. CAK IMIN . GN . CAK IMIN. . PS . CAK IMIN . SAM .CAK…
8439,trust,"Profesi nasabah BNI Life yang beragam menginspirasi kami untuk lebih fleksibel dalam memberikan pelayanan.\n\nUntuk memudahkan Anda, Customer Care Center kami tetap buka dan siap melayani Anda di hari Sabtu. Anda bisa mengenal lebih dekat dengan produk dan layanan asuransi BNI Life.\n\nUntuk informasi selengkapnya, silakan cek di bit.ly/kantorlayanan #ServiceExcellence"
8440,anticipation,"Grace Natalie kemudian membandingkan hasil temuan tim riset PSI, antara era kepemimpinan Susilo Bambang Yudhoyono (…"
8441,anger,@m_mirah @SBYudhoyono 2012.....km itu kalau gk lihat/gk terjun lgsg gk usah byk tulis yg tidak benar
8442,fear,Fb foto yg hilang gak bisa di munculkan kembalikenapa dan salahnya di mana?  Sekaliian jaga fb ku jangan ada yg gsnggu di obok2 yg gak tangung jawab.
8443,sadness,"Jd, kukira laporan2 yg ditulis oleh bahkan institusi internasional tuh akan padat berisi. Tp ternyata ga jg ya coy! Isinya jg bisa ngaco dan ga logis. Datanya bisa bener, tp tafsirnya engga."
8444,anticipation,Bisa dine in min?
8445,joy,@ridwankamil Pak temen saya punya rencana penanggulangan sampah biar gak numpuk d sungai....
8446,trust,Teruskan Pak utk saudara2 kita yg memang sangat membutuhkan listrik namun sulit di jangkau jaringan mengingat medan dan infrastrukturnya .....\n\nSemangat Pak Jonan GBU
8447,joy,Selamat hari Senin  #ELIfers! Semangat jalani harimu ya :)\n \n#PastiEquity #EquityLifeIndonesia #Quotes #KataBijak
8448,joy,"Kok AW gk ada di pangkal pinang bangka?pdhl enak loh...klw sudah ada.kfc,cfc,broster sudah ada tinggal AW nih kami tunggu di bangka."
8449,trust,"#2019AS2Periode: \Saya selalu mendampingi Pak Adi Saroso di acara2 bersama warga. Beliau tegas, negara darurat untu…"
8450,anger,"Maaf.... Sebagus apapun penyampaian anda' Saya sudah tdk fanatik Lagi dengan partai anda ' . Jadilah pembela umat islam sejati' , Walaupun dari kalanganmu sendiri yg menyakiti umat islam."
8451,sadness,doi liat tadinya mau di bersihin ama doi tapi tidak-enak kali ama yang lain
8452,anticipation,"Aku pengen bnget nih,daerah jakarta barat ada g si?"
8453,fear,@Owaala @Gerindra Karena oposisi menggunakan teroris utk melemahkan pemerintahan jokowi.. benar itu sikap oposisi y…
8454,trust,"@jokowi @sbyudhoyono @prabowo\n\nkenangan 2014 tdk perlu direbut, nanti 2019 akan diberikan scr gratis ditambah bonus…"
8455,fear,"Selamat malam mas ..\nSaya ingin bantuan anda (Y) ..\nsaya ingin bertanya , kenapa facebook saya tidak bisa mengirim pesan ???\nkalau saya kirim pesan , tulisan nya tindakan blokir !!\nsaya mohon perbaikin nya secepat nya mas ..\nSelamat malam"
8456,sadness,malas sekali ya dinas malam orang tidur saya kerja sh sekali cuma pengen libur th huft (at rumah seni triplek)
8457,anticipation,@ana_khoz @cakimiNOW Belum saatnya mba..
8458,anger,"SAYA PALING TIDAK SUKA DENGAN ORANG SOMBONG. SAYA SAJA YANG TANAHNYA 7 HEKTAR, ASET BERLIMPAH, SALDO DI REKENING 12 DIGIT, ITUPUN (BARU SATU REKENING) DAN PUNYA BANYAK INVESTASI DI DUBAI DIAM-DIAM SAJA."
8459,trust,Aduh ibu udah cantik mendi jadikan para nelan yan mudah mendapatkan ikN lebih mudah
