,tweet,label,Unnamed: 0
17188,"Bulan Ramadan memiliki tantangan tersendiri untuk kulit dan tubuh. Selama berpuasa, kulit dapat menjadi lebih sensitif karena kurangnya asupan air pada siang hari.\n\nSulwhasootip: Cobalah berbuka puasa dengan segelas air hangat yang dicampur dengan madu hanuka dan perasan air lemon, ini dipercaya dapat memicu metabolisme tubuh. Lalu dilanjutkan dengan makanan ringan seperti semangkuk sup atau sayur2an segar.\n#SulwhasooID",Love,8592.0
17189,Kok Transformers jadi cebol.....,Sad,8594.0
17190,Tolonh segera dikonfirmasi oembayarab saya pda tgal 20 mei...... Senilai 574.000 saya ga mau bayr itu denda yg berjalan trus trusan..... Ini knpa ga ada respom sama skli.. Saya udah komplain berkali kali lho....  .itu malah di aplikasi muncul tagihan beserta denda,Anger,8597.0
17191,@MRomahurmuziy Ini level ketum partai ngomong begini? Waaahh pantesan banyak anggota yg migrasi ke partai lain...\nS…,Anger,8598.0
17192,Ida Fauziyah Ajak Perempuan Jateng Rajin : @idafauziyah…,Joy,8603.0
17193,Berbuat untuk semua  #CakIminCintaBali @Jkw_CakImin  @DPP_PKB @Arbit_Manika,Joy,8604.0
17194,"Enak ya metal bong... Bobok di hotel prodeo Di pecat Mak Mega Hahahahaha Makanya jangan sok metal lo Kelar hidup lo... Terjerat OTT, PDIP Pecat Bupati Purbalingga [URL] lewat [USERNAME]",Anger,8605.0
17195,mim saya udah transer tp stok nya habis trus toko nya tutup libur itu gimana uang saya balik lagi gak,Sad,8606.0
17196,"Udhlah mas Romi, gk mungkin sampeyan jd wapres. Gk usah ngoyo.\n\nBiliv mi plis",Anger,8607.0
17197,Pakdok [USERNAME] ada komentar mengenai efek MSG ke otak? Seringkali denger celotehan kalo orang jadi sengklek gara-gara kakehan micin. [URL],Fear,8608.0
17198,"@Navy30nkri @TolakBigotRI Biarin deh yg ngancurin jokowi, krn dia pasti ngebenerin dgn hasil kerja yg sangat luar b…",Love,8611.0
17199,"Kata siapa hidup ini tidak ada gunanya ? Ingat, kita diciptakan ini punya tujuan. Semua milik kita adalah barang titipan dan harus dikembalikan. Agama adalah tuntunan untuk membantu kita mencapai tujuan #Ramadan [URL]",Fear,8613.0
17200,@marinayuniawati @carina_niken @fadlizon @Gerindra @prabowo Haaaaa..Org Benci Klw Gomong macama itu ye.padahal Muka…,Anger,8614.0
17201,Selamatkan Kelestarian Saka Tunggal Jawa Tengah,Fear,8615.0
17202,Kasus pasar SMEP dan Reklamasi teluk oleh Herman @MRF_Info @MustafaJajuli @herman_sutono @SrikandiLampung…,Fear,8616.0
17203,"[USERNAME] [USERNAME] Bcs doi w anak pelayaran, tp emg beneran sih ditinggal 5 bulan gt, ketemu cm 3 hari dri 5 bulan itu Parahnya atasannya yg udh beristri main cewek gtu, kan ngeri :(",Fear,8617.0
17204,@ganjarpranowo @EnthusSusmono Turut berduka cita,Sad,8618.0
17205,@noperhan @jokowi @ZUL_Hasan @ardi_riau @BHD_58 @intanykyk dlu isu negatif ttg jokowi ada yg gerakkan ...biasa siap…,Fear,8620.0
17206,@hagia_sofia @marierteman @SBYudhoyono Hahaha..\nLucu banget fotomu,Joy,8621.0
17207,Boleh berhijab ga min?,Fear,8623.0
17208,Di bangka tempatnya dimana?,Fear,8625.0
17209,@wahyuarif161088 @fadlizon @DPR_RI @Gerindra Sila dibaca ini sebelum menghujat,Sad,8628.0
17210,"Lagi belajar tentang putusan2 pak Artidjo sambil dengerin Chris Cornell. Menyangkut lembaga yudikatif biasanya teman diskusi saya cuma satu, sayang orangnya sudah pergi. [URL]",Sad,8629.0
17211,Habib Segaf Sebut Ketua MPR @ZUL_Hasan Contoh Umara,Love,8630.0
17212,Hehehee kan memang itu yg di minta..seharusnya TBG Gentle kalau memang sdh tdk sejalan lg dgn [USERNAME] mengundurkan diri sbg pengurus maupun kader PD [URL],Anger,8632.0
17213,@MRomahurmuziy orang ini suka jalan2 tapi ga tau apa-apa #2019GantiPresiden,Sad,8633.0
17214,gw maklumin aja omongan Mommy gw dia emang ga bakal setujuin gw [URL] sampe suka demen co umurnya beda jauh yah makanya cari duda mapan berumur aja,Sad,8642.0
17215,"[USERNAME] Jangankan #TGB, jika #HRS atau #SBY bahkan #PmarahanArab sekalipun, kalau merapat ke [USERNAME], gak akan saya dengar seruannya. Indonesia butuh pemimpin kredibel dan Jokowi tak kredibel... #AkuGppKok",Anger,8643.0
17216,"@psi_id Kami di Kaltim enak aja,",Joy,8644.0
17217,Sama sy jg blm ada kbrnya gmn klnjtanny,Sad,8646.0
17218,@ayahdiar @Umnia77 @Official_PAN Bapak bangsa tdk pernah mementingkan diri sndr atau golongan tapi akan ngayomi sem…,Love,8647.0
17219,"Perjuangan keadilan walau sendiri. \n# Tolong saudaramu ini, bantu tanda tangan petisi nya.\nTanda tanganmu/ komentarmu di petisinya sangat-sangat berharga baginya, Jangan abaikan derita saudaramu.",Love,8649.0
17220,"Banyak hal baru di toko kami minggu ini, koleksi baru, suasana baru, serta unkl tea and coffee (@unklteaandcoffee).\nTidak lengkap rasanya jika momen ini tidak diselebrasikan.\nDengan ini, kami segenap crew unkl347 mengundang teman semua untuk datang di perayaan toko kami mulai tanggal 25 Mei 2018 pukul 19:00 s/d 27 Mei 2018 pukul 22:00.\nAda potongan harga hingga 70% dari produk unkl347, es teh manis dan es kopi susu dari unkl tea and coffee.\nSampai bertemu di UNKL347 HEADQUARTERS Jln TrunoJoyo № 4 Bandung\n\n#unkl347 #2decades347 #basedontruestory #thisisnotmadeinchina #unklteaandcoffeeshop #unkl #usandkindoflife #unkl347hq",Love,8651.0
17221,"Lindungilah rakyat Ind dari penguasa yg dzalim ya Alloh penguasa semesta,,,kami yakin Engkau pasti akan menghancurkan org2 yg dzalim [URL]",Fear,8652.0
17222,"Hai @psi_id , dari pada menebar ketakutan akan masa orba soal penangkapan aktivis sbg modal kampanye kalian, jangan…",Fear,8656.0
17223,"@logic_editor @BangPino_ @AntoniRaja @SBYudhoyono @psi_id @jokowi Mungkin @AntoniRaja seperti anda, gak jilat gak mamam pfftttt",Sad,8659.0
17224,"Hari Buku Nasional mulai diperingati sejak Tahun 2002, digagas oleh Menteri Pendidikan yang menjabat kala itu, Abdul Malik Fadjar.\n\nTanggal ini dipilih berdasarkan hari berdirinya Perpustakaan Nasional (Perpusnas) RI, yaitu pada tanggal 17 Mei 1980.",Fear,8660.0
17225,@Gerindra apa kabar RUU antiteror? \nmunafik!,Anger,8664.0
17226,@maulinaantika @MRomahurmuziy @jokowi @sudjiwotedjo @rockygerung Menijikan banget sumpah.  Jilaaaaat terooosa sampe mengkilap,Anger,8665.0
17227,Masyarakat Ponorogo dan Kelompok Tani Ngopi bareng Bersama Gus Ipul. Kbeh sedulur kabeh Makmur \n\n#GustiKabPonorogo…,Love,8667.0
17228,dimana2 ada . bkan cuma dijakarta aja .,Fear,8668.0
17229,"Klo sdh menjd admin partai, hrsnya admin @Gerindra pandai &amp; bijak dlm share berita di medsos, &amp; hrs disesuaikan dg…",Anger,8671.0
17230,Siip.. dukunglah bang.. pokoknya dg semangat fastabiqul khoirot jd dimusyawarahin aja gmn baiknya..\ncc Pak @Prabowo…,Joy,8673.0
17231,@fadlizon @Gerindra @prabowo Jgn berhayal trlalu tinggi\nBeda kelas lah bila mo dibandingkan dgn mahathir,Sad,8674.0
17232,@digembok @Gerindra Kasihan Indonesia punya wakil kayak gini....duri dalam bakso....,Sad,8676.0
17233,@cakimiNOW Se7 lebih baik kita melakukan IQRA' DIRI &amp; Aktualisasikan diri kita,Joy,8677.0
17234,"\Prabowo hanya menang kalau sama saya,\",Love,8680.0
17235,"Bhw keterlambatan pengesahan revisi UU AntiTeror krn faktor Pemerintah, juga dinyatakan olh Hanafi Rais (PAN),Waket…",Love,8682.0
17236,"[USERNAME] Wah ini sudah keterlaluan, gaes.. Mosok anak2 dibawa bawa ke politik, dan ga jelas lagi, malah cenderung ujaran kebencian dan fitnah. Mohon ceck dong [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME]",Anger,8683.0
17237,"Terima kasih penjelasannya tentang #RevolusiIndustriIndonesia, Pak @airlangga_hrt. Saya jadi kepikiran harus mulai…",Joy,8684.0
17238,"@fadlizon @Gerindra Wah, kalau menang bakalan semua sungai dan laut Indonesia jadi beracun ya. Indonesa bakalan ter…",Fear,8686.0
17239,"Selamat siang pak Menteri \nMohon perhatiannya Tukin kami, bulan maret Pegawai  KESDM yg ditempatkan  diUPTD Provinsi Sumatera Selatan belum dibayarkan.Sementara Tukin teman2 kami didaerah lain sudah dibayarkan.Tolong segera dibayarkan Pak Menteri, karena keluarga kami sangat membutuhkannya..Terima Kasih dan semoga Pk Menteri ESDM selalu diberi Kesehatan dan dalam  Lindungan Allah..Aamiin Ya Robbal Alamiin",Love,8688.0
17240,"Mari bantu wujudkan 1000 Sarung dan Mukena untuk Anak Yatim dan Dhuafa\n\nDengan Rp.50.000,- \nSaudara sudah buat mereka Bahagia. \n\nDonasi bisa disini : www.kitabisa.com/sarungyatim\n\nBantu share, insya Allah pahala berlipat Saudara dapatkan.",Joy,8689.0
17241,[USERNAME] .... Ente bilang Hakim Artidjo bukan Malaikat... Ya jelas bukan.... Tapi Hakim Artidjo berdasar fakta2 persidangan dan tidak akan buta terhadap Korupsi Anda yg sangat jelas bukti2nya.... Anda yg sebenarnya bukan Malaikat karna sangat doy,Anger,8690.0
17242,ka cek golden tiket nya ko gabisa terus ya,Sad,8694.0
17243,"[USERNAME] Pengen banget icip icip dikit soal pasar modal. Tapi masih belum berani, efek ilmunya blm banyak kali ya. Takut malah jatohnya jadi ""donasi"" bukan ""investasi"" hahaha",Fear,8696.0
17244,@Gerindra Jawa Barat insya Alloh dimenangkan oleh Deddy Mizwar atau Kang Emil. Apakah anda mau pakai cara kotor sep…,Love,8698.0
17245,assalualaikum gus ROMI mudah2an senantiasa bisa membawa andil bangsa ini ke arah yg lbh baek....... \ngus aku liat d media sosial bnyk berita tentang anggota dewan yg mangkir gk datang sidang...... \ngus tolong kebetulan hanya gus romi yg selalu nongol d fb aku..... \ntolong gus buat langkah tegas untuk kader yg mangkir gus..... \nterutama dari partai gus romi....... \natas nama suara rakyat buat reformasi anggota DPR agar bener kerja untuk rakyat mengabdi untuk bangsa bkn kayak sekarang ini gus...... tolong gus romi n partai anda jadi pelopor untuk mereformasi anggota dewan gus makasih wassalammualaikum,Anger,8702.0
17246,Saya beli di shoope tapi barang g di kirim2 parahh.,Anger,8703.0
17247,Rhoma Irama Sebut Sudirman Said Penuhi Kriteria Pemimpin Muslim,Love,8704.0
17248,@Gerindra @fadlizon @prabowo Indonesia aman aman aja kok...,Love,8707.0
17249,"Maaf nih,  info superindo siliwangi dan kesambi cirebon kok kosong ya untuk monde serena egg roll,,  belum restock apa gimana?... Semoga cepet restock dan adain lagi promo nya ya,,  coz di superindo paling murah,  tp td gagal beli gara gara barang tidak ada,  padahal promo weekend kemaren,  beli Monde Butter cookies walopun sudah hari minggu,  barang masih ada dan bahkan banyak,  semoga diterima masukkannya ya,,",Fear,8708.0
17250,@Gerindra @PKSejahtera Mencari yang setia dan sepemikiran itu sulit..\nJika anda menemukan sahabat yg setia dan sepe…,Love,8711.0
17251,"Teman2, ada yg tau: siapa dibalik PT. Bintang Delapan, salah satu perusahaan tambang di Morowali?\n\n@SinthaS5…",Love,8712.0
17252,Gus Ipul - Mbak Puti mengucapkan \SELAMAT HARI KARTINI\\nKabeh sedulur kabeh makmur...\nKabeh dulur sak Jawa Timur...…,Joy,8714.0
17253,"@redfox2106 @kreator07 @maspiyuuu @psi_id @TsamaraDKI akui saja kepandiran kalian,,, tdk ada gagasan ide visi misi…",Sad,8716.0
17254,Gerakan\ Masif Begini coba @lukmansaifuddin Pemerintah lbh Jeli mencium nya mn yg Berbau \SARA\ lnsg di Antisipasi.…,Fear,8717.0
17255,INONG Kami putera-putrimu selalu mengingat nasehatmu. Inong.. we miss and we love you inong. Air mataku tak bisa ku tahan ternyata selasa sekarang persis lima tahun lalu kepergianmu.,Sad,8719.0
17256,Astagfirulloh  . ya ALLAH  tolong jaga  Lisan ku.\njangan terpancing dgn orang yang penuh kebencian ini.,Fear,8720.0
17257,"@fadlizon @Gerindra Jokowi ingin merangkul semua spy tdk ada perpecahan di bilang panik, tar klu gk di reken  katan…",Love,8723.0
17258,@Quvvatt @fadlizon @Fahrihamzah @ferrykoto @Gerindra @PKSejahtera @MardaniAliSera \nTumben gak bahas utang.\nMENYUSUT…,Sad,8724.0
17259,@MRomahurmuziy @GIGI_Band mantabb gerakkan perdamaian untuk menghargai setiap pendapat dan pemikiran yg berbeda2…,Joy,8725.0
17260,"@rahmatyasir9 @jayabadra56 @kompascom @sudirmansaid Saya sebagai anak muda jawa tengah, membutuhkan Integritas dan…",Joy,8726.0
17261,"Setya Novanto Menang Praperadilan, Partai Golkar Cermati Langkah KPK",Love,8727.0
17262,"[USERNAME] Aku :( Aku takut masa sama jalanan rame, nyalinya cepet ciut. Tapi kalau kepepettttt banget, aku paksain ya bisa cuma masih kaku gitu :""(",Fear,8729.0
17263,"Paling kesel sama orang kalo lagi duduk lesehan gitu padahal masih lega, tp dia lebih milih deketin kita trus niban dengkul kita sama dengkul dia [URL]",Anger,8734.0
17264,"Sesedih ini kah jauh dari yang bener bener sayang sama kita. Aku di pindahkan lagi di kelas bawah lantai 1. Dan sendiri tanpa teman susah kalau lagi sedih, lagi happy, cerita pun gak bisa.",Sad,8735.0
17265,Done... \nBerhasil menemukan brosur COMM Classy Care.\n#ichoosehappy\nWish me luck.,Joy,8737.0
17266,Cawagub Uu Janji Bangun Pasar Induk Beras di Karawang,Fear,8739.0
17267,"Kombinasi menu HokBen dan Sambal Indonesia dipadukan dengan kering kentang dan acar kuning yang Indonesia banget enggak ada yang ngalahin deh. Itu semua bisa kamu nikmati dalam menu Hoka Suka lho. Sambal  matah, sambal bawang, dan sambal hijaunya juara banget. Kalau HokBen Friends suka sambal apa?\n\n#HokBen #HokaSuka #SambalKitaSambalIndonesia #NyatukanRasa #bukber #hokbenramadan2018 #food #foodie #foodlover #culinary #kuliner #makan #japanesefood #IndonesiaFood #delicious #deliciousfood #Lunch #Dinner #hangout",Joy,8741.0
17268,"@MRomahurmuziy jgn merasa santai di jakarta,liat ke daerah seperti apa situasi/kondisi konstituen PPP supaya ga sho…",Fear,8742.0
17269,Sy blm pernah dpt kejutan ap2 dri shopee... Pdhl sllu blnja.. Goyang emas juga dpt dkit doang... Kwek kwwk kpanlah beruntung...,Sad,8744.0
17270,[USERNAME] [USERNAME] [USERNAME] Lebay...tidak ada urusan dengan agama ini...tapi murni keinginan orang2 Mongol untuk menyatukan dunia dibawah Khan Agung!,Anger,8746.0
17271,@DJ_edotin @MSuryasetiawan @Kendy89588911 @iwanfals @prabowo Kebanyakan monton infotaiment dan ngurusinorang hidup…,Sad,8747.0
17272,@eliya_mkom @MRomahurmuziy @cakimiNOW Spanduk banyak buat apasih? Buang buang uang korupsi kardus durian yaa,Anger,8749.0
17273,Mudik Amama Bersama Hario Siaga,Love,8751.0
17274,"Dua dosen Pendidikan Ekonomi, Fakultas Keguruan dan Ilmu Pendidikan (FKIP), Universitas Muhammadiyah Metro (UM Metro), Heri Supranoto, M.Pd. dan Wakijo, M.Pd. beri pelatihan soal HOTS pada Musyawarah Guru Mata Pelajaran (MGMP) Ekonomi Kabupaten Pringsewu, bertempat di SMA Negeri 1 Pringsewu pada Rabu, 02 dan 09 Mei 2018.",Fear,8753.0
17275,Cara miliki flazz mc donald's nya gimana ?,Fear,8754.0
17276,"Nasip kita sama gaes,,,,",Sad,8755.0
17277,Gerakan membangun desa akan diterapkan diseluruh daerah #Rindu  \n#RinduJabarJuara1 #RinduMenangDebat #jjonl1ne @ridwankamil,Fear,8757.0
17278,"Dari Medsos pun tahu, bahwa yg berpengalaman yg diidolakan...\n#SedulurNgaji \n#GustiKediri\n@cakimiNOW…",Joy,8760.0
17279,ass.maaf saya mau nanyakan .g mana sih prosedur asuransi adira yg nasabah nya meninggal dunia akibat kcelakaan.,Fear,8761.0
17280,"Kunci Kemajuan Madura Versi Emil Elestianto Dardak, Mulai Jagung Hingga Ulama Kawal Investasi #KhofifahEmilBaGusS",Joy,8762.0
17281,"@MRomahurmuziy Ndableg  pikiranmu kotor macam comberan ngono cung,\nNgisin-ngisini.",Sad,8763.0
17282,Saya org yg menginginkan PRESIDEN BARU 2019 nanti. Saya pendukung ganti presiden 2019\n\nTapi cita2 ini hanya akan bi…,Joy,8764.0
17283,Pengen ketawa kalau lihat Gus Romy bicara ...1 pun ngak ada saya percaya omongan ny .. tp ini bulan ramadhan saya harus berprasangka baik aja sama PPP...,Sad,8765.0
17284,@habibthink Film yg menceritakan tentang  @ganjarpranowo (sejak masa kecil sampai menikah) akan segera diputar di b…,Joy,8766.0
17285,sumringah.. Gerindra Serang Balik NasDem: Kubu Jokowi yang Ketakutan! - Detikcom (Siaran Pers),Joy,8768.0
17286,"@Gerindra saya berikan ide Pak Fadli Zon maju jadi Calon Ketua DPR RI , Pak Presiden PKS Sohibul Maju Jadi Calon Wa…",Fear,8770.0
17287,Pendampinngan dana desa sdh di politisasi partai tertentu.  Melaluhi perekrutan pendampingnya..  semua serba ijo dr pusatnya (kementrian desa) - desa....     smua demi 2019....,Love,8771.0
17288,"Mba, kalo mau pesen nnti barang nya di anter apa cod an mba??",Fear,8772.0
17289,"#News - ASN Pemkab Berpulang, Wabup Ferizal Ridwan Sampaikan Rasa Duka Cita Yang Mendalam",Sad,8773.0
17290,Aku ko dpt nya cuma koin shopee terus,Sad,8775.0
17291,@Gerindra Disini byk cebong akut,Sad,8776.0
17292,menuduh tanpa ada data dan fakta itu fitnah @PDemokrat @SBYudhoyono,Anger,8777.0
17293,"Betul yang dikatakan Kang Herman dari WAAT (Wadah Aliansi Aspirasi Transportasi Jawa Barat). \n\nTransportasi konvensional dan online harus bisa duduk bersama dalam satu meja. Pemerintahlah yang diharapkan menjadi mediator dan fasilitator. \n\nTransportasi adalah hak dasar bagi publik. Insya Allah pemenuhan hak tersebut menjadi amanah bagi kami, jika dengan izin Allah terpilih memimpin Jawa Barat.\n\n#pilihankita #bekerjauntukmelayani #nagabonar #silaturahmi #kampanye #pilkada #pilgub #cagub #jawabarat #jabar #jabarmaju #jabarsejahtera #ramadhan #puasa #marhabanyaramadhan",Love,8779.0
17294,"Berkomitmen Melestarikan Desa Adat, Emil Dardak Didoakan Pemangku Adat Pacet #JatimSiji",Love,8780.0
17295,"@DaulatDalimunte Banyak yg bilang pemerintahan ini lumayan dari sebelumnya.Ada yg bilang lebih tdk korup dari ORBA,…",Fear,8781.0
17296,"posko C1NTA di Rumah Ibu Rohani, Desa Sungai Pinang, Kecamatan Tambang, Kabupaten Kampar Riau.\n@jokowi\n@prabowo…",Joy,8783.0
17297,Brapaan itu cfc box,Fear,8785.0
17298,"@maspiyuuu @Ramadian40 @prabowo @SBYudhoyono Pesimis sama sbeyeh, karena:\nOrang yang terbiasa mengorbankan apapun u…",Fear,8786.0
17299,"Ga juga dong mestinya bijak karena beliau itu orang2 hebat, sebagai tokoh yang tustas urusan kebutuhan ekonomi, namun sayangnya belum tentu menjadi orang-orang besar sekelas Gusdur apalagi Bung Karno, beliau2 ini sedang diuji karena sejarah mencatatnya [URL]",Sad,8787.0
17300,Hakim sebut Gamawan Fauzi terima 500 ribu dollar Amrik ! Cyduk,Anger,8788.0
17301,@fadlizon @prabowo @Gerindra @MRomahurmuziy ketahuan siapa yg menyebarkan issue PKI padahal…,Fear,8789.0
17302,@prabowo Doa kami semoga bp jadi penyelamat negara ini.,Love,8790.0
17303,@BadjaNuswantara @ZUL_Hasan partai yg suka bersandiwara,Sad,8792.0
17304,"Hantam Persipura, Maung Bandung Mengamuk",Joy,8794.0
17305,"Jika @jokowi Minta Cawapres Dari @Golkar5 , Partai Majukan Airlangga Hartarto",Love,8795.0
17306,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] yg penting janji itu di buktikan dgn kerja nyata, bukan hanya diucapkan saja....jgn pas pilkada dekat dgn rakyat, bila sudah terpilih...lupakan janji itu....kita tunggu saja .....",Anger,8796.0
17307,@Rocodilla @imanlagi Mereka udah komporin duluan koq. Dia cuma bilang gampang ngebaca arah pikiran grup ganti presiden.,Joy,8797.0
17308,"[USERNAME] [USERNAME] [USERNAME] Tidak disemua tempat kita boleh melaksanakan sholat, salah satunya di bangunan yang didirikan untuk kekafiran (salah satunya gereja). Aku berlindung kepada ALLAAH SWT. dari godaan setan yang terkutuk. https",Fear,8798.0
17309,Mulai kapan nih min? Ntar kehabisan lagi...,Fear,8799.0
17310,"[USERNAME] biasanya jam segini sinyal bagus... Nah ini tetap aka buruk, Sama kayak d siang hari.... Semakin hari Kualitas Sinyal Smkin kacauu",Anger,8807.0
17311,Pangkalpinang lagi donkkk..,Love,8808.0
17312,Berani bukan berarti tidak takut. Munculnya keberanian justru karena adanya ketakutan.,Love,8810.0
17313,"@Gerindra @prabowo Valid, Surat Rekomendasi Pemecatan @prabowo",Love,8811.0
17314,"[USERNAME] It claims to be penggantinya pet soc gitulo mas.... tapi yg bikin mencurigakan, update medsos ga jelas dan gak sering, q takut ini cuma hoax",Fear,8813.0
17315,Para Modifikator Kembali Gelar Kontes di Bandung #Daihatsu,Love,8815.0
17316,"@LawanPoLitikJKW @MRomahurmuziy Dan mungkin sejatinya dirimu sendirilah penjilat, yang selalu nyinyir setelah tidak…",Sad,8816.0
17317,@sudirmansaid Yang sering ajarin jihat2 salah kaprah gt siapa ya pak....,Fear,8818.0
17318,@vikingcimahifc Si nganu tea atuh hasil didikan Bandung..,Joy,8819.0
17319,"[USERNAME] Aku gak salah bila mohon pd [USERNAME], segera Perintahkan MENKES utk menambah Ruangan Khusus ""Sakit Jiwa"" pd stiap Rmh Sakit. Sbab, tdk menutup kemungkinan, USAI PILPRES, stiap Rmh Sakit akan dibanjiri Pasien ""Sakit Jiwa"". Tanda2 kearah sa",Fear,8828.0
17320,@nimskyy77 @Gussumbogo @fadlizon @DPR_RI @Gerindra Nah seharusnya instruksi presiden @jokowi tentang UU antiteroris…,Fear,8829.0
17321,Saya suka hp merk Wong fe Hung. :-D,Sad,8834.0
17322,Wujudkan jateng sehat bersama pak @ganjarpranowo .\n\n#KamiGanjarYasin\n#KandangBant3ng,Joy,8836.0
17323,@IXODJA_IBNU @IyanLebert @fadlizon @Gerindra @prabowo @jokowi Sama kaya di Indonesia dong juga sering muji muji Erdogan sama Putin,Love,8837.0
17324,@04Nakula @prabowo @Gerindra @PKSejahtera Nyimak om..wani opo ora sebelah,Joy,8838.0
17325,"kenapa kiriman saya digrup di dikira spam trus dihapus min., mohon untuk ditinjau lagi dengan cepat,. ini sudah merugikan sekali!!",Anger,8839.0
17326,@MRomahurmuziy PPP jadi 2 karena apa? sekarang bnyk Hijrah k partai lain karena apa?,Fear,8840.0
17327,1. Jangan mau ikut skenario para penjahat politik.\n2. Jangan sebarkan foto korban pemboman yang menebar rasa takut…,Fear,8841.0
17328,"Dukung @jokowi, @cakimiNOW Pede Bakal Dilirik jadi Cawapres #CakIminTheNextWapres via @20detik",Love,8842.0
17329,"Percaya, Tuhan memiliki rencana tuk hidupmu. Itu yg kamu perlu tahu.",Love,8844.0
17330,"Saat2 panik begini, grup wasap keluarga yg doyan banget nyebar berita hoak sama sekali tidak membantu",Anger,8849.0
17331,Masa sih,Love,8853.0
17332,@Al_Fatih1453__ @fadlizon @Gerindra @FerryJuliantono Emang dah selayaknya... #2019GantiPresiden \n#2019GantiPresiden…,Love,8854.0
17333,@AsFairus @Yusrilihza_Mhd @PBB2019 Bekas Menteri yang Gagal,Anger,8855.0
17334,Brarti pak @SBYudhoyono \n#2019GantiPresiden \n#2019PresidenBaru \nMantapsss...! Ini baru Cerdas..\n@fadlizon…,Joy,8857.0
17335,@Gerindra @prabowo Ga Usah Sok Melas Cari Simpati\nDasar Partai Kumpulan Para Kampret !!!\nPunya Majikan Yg Suka Berk…,Anger,8861.0
17336,"Introducing innisfree My Lipbalm! Rangkaian Lipbalm dengan berbagai pilihan warna dan aroma teh khas Jeju ini, dapat menjaga kelembapan bibirmu saat berpuasa dan membuat  tampilanmu tetap segar sepanjang hari!",Joy,8862.0
17337,Putusan Hakim PTUN tidak sah menurut Kuasa Hukum HTI Prof. @Yusrilihza_Mhd \n#HTILanjutkanPerjuangan \n#HTIdiHati,Love,8864.0
17338,"[URL] Bupati Purbalingga, Jawa Tengah, Tasdi dipecat seketika dari PDI Perjuangan. Setelah dipecat masa bisa Nyaleg lagi setelah bebas.....Aneh bin Ajaib.",Anger,8865.0
17339,"[USERNAME] ""Takut dosa"" Serius, sebenarnya aku tu ingin kaya temen aku yg menel2 sama pacar nya, ini itu. Tapi aku lebih takut akn dosa, dosa aku aja pas sendiri gini banyak, apalagi kalau punya doi yg g punya ikatan apa2",Fear,8867.0
17340,@Dennysiregar7 @prabowo Ni orang tebel amat mukanye...,Anger,8868.0
17341,@AsFairus @PBB2019 Ya mantap lah mereka hijrah karena pikiran mereka maju ke depan. Selamat,Joy,8869.0
17342,vouchernya bisa dipakai di outlet mana aja kan?,Fear,8873.0
17343,@Heri_Horeh Twit lucu lagi dong,Joy,8874.0
17344,Pfffffftttttttttt.....Sleding gak pak ? @ridwankamil,Joy,8877.0
17345,@MRomahurmuziy @DPP_PPP Partai islam pembela penista islam? Demi kekuasaan menghalalkan segala cara,Sad,8880.0
17346,"Berkomitmen Melestarikan Desa Adat, Emil Dardak Didoakan Pemangku Adat Pacet #KabehSedulur",Love,8881.0
17347,"Benar2 hancur negara ini dikelola amatiran, tp kenpak [USERNAME] tidak mengindahkan statementnya sendiri? Negara miskin koordinasi, jangan asal gagah2an .. setalah salah dianulir mana marwahmu wahai mr. [USERNAME] presiden? [URL]",Anger,8882.0
17348,@MSuryasetiawan @Kendy89588911 @iwanfals @prabowo Ngurus karyawan aja ga becus sampai demo tahunan ga digaji..giman…,Anger,8883.0
17349,@PejuangSubuh08 @AnggiaG1 @SadelihSuaib @Gilang_Mahesa @Deddy_Mizwar_ Iya.  Tapi etikana goreng abdul,Sad,8884.0
17350,Tetap semangat kami selalu mendukung perjuanganmu,Love,8886.0
17351,@ridwankamil What do u think? @ususetiawan,Fear,8887.0
17352,"Gus, saya nitip Indonesia sama NU , nanti kalau panjenengan mimpin negeri ini- Amin -jangan sampai ada lagi rakyat yang ditindas dan terdzolimi lagi, jangan sampiai rakyat kecil ditindas dan diambil hak-haknya, ambil lagi aset negeri yg kaya raya ini dari asing Gus,jangan sampai negeri kita ini dikuasai oleh asing ,dari segi manapun, lanjutkan perjuangan Gus Dur gus, bela wong cilik, membela orang yg terdzolimi, kami para santri khususnya saya Insyaallah sangat mendukung panjenengan untuk duduk di kursi RI 1 , karena kita sama sama santri , santri manut yai, hanya Gus Dur dan Bung Karno yg menurut saya yg benar2 menjadi \presiden\ bagi seluruh rakyat ini.\nlanjutkan Gus........!!!",Joy,8890.0
17353,"@Inangkyla Ini alasan ketua panja dr gerindra.\nJangankan RUU Terorisme, perppu juga mereka tolak, malah salahkan ka…",Fear,8892.0
17354,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] Gak usah heran Bu,yg buat kebijakan dan jdi presiden skrg satu partaimu bersama pemimpin partai sang nyonya besar..",Anger,8893.0
17355,Menteri Perindustrian Airlangga Hartarto mengatakan industri otomotif beruntung memiliki Presiden Indonesia seperti…,Love,8894.0
17356,@Gerindra @prabowo emang elu @prabowo mampu bikin rakyat happy ? elu aja sama keluarga elu RUSAK! kader bakar sekol…,Anger,8895.0
